,emotion_tags,social_tags
40 Hour Week,nan,"[('country', 100), ('favorites', 50), ('my favorite', 50), ('alabama', 50), ('5 stars', 50)]"
For The Record,"[('fun', 2)]","[('country', 100), ('southern rock', 21), ('im in a hurry', 17), ('country rock', 12), ('90s country', 12), ('good song', 6), ('country-rock', 4), ('awesome', 4), ('rock-n-country', 4), ('alabama', 4), ('pachucountry', 2), ('harmonic country', 2), ('sunday brunch', 2), ('hurry', 2), ('tap your foot', 2), ('country that rocks a little', 2), ('country faves', 2), ('causation', 2), ('country group', 2), ('quik country', 2), ('upbeat harmonies list', 2), ('mr hayden', 2), ('wrkut', 2), ('ilovebecky', 2), ('billboard country number ones', 2), ('rugrats04', 2), ('rock', 2), ('soft rock', 2), ('fun', 2), ('male', 2), ('my favorite', 2), ('country pop', 2), ('work', 2), ('sing along', 2), ('great song', 2), ('country ballad male', 2), ('windows down', 2), ('5', 2), ('1992', 2), ('childhood music', 2), ('good beat', 2), ('classic country', 2), ('alabama- hurry to get things done', 0), ('good times', 0), ('perpeople', 0), ('country crooners', 0), ('imin a hurry', 0), ('3star', 0), ('perquien', 0), ('western', 0), ('travis tritt', 0), ('perisabelolmos', 0), ('feel good country music', 0), ('male country', 0)]"
When It All Goes South,nan,"[('love', 100), ('country', 100), ('my favorite', 100)]"
Double Vie,nan,"[('französisch', 100), ('80s francais', 100)]"
Other Songs,nan,nan
Collection,nan,"[('chanson francaise', 100)]"
Triple Best Of,nan,"[('chanson francaise', 100), ('mid', 50), ('cafe', 25), ('alain souchon', 25), ('bashung', 25), ('francia mia favoritos', 25), ('de todo mio favoritos', 25)]"
Black Cat John Brown,nan,"[('alternative', 100), ('quirky', 50), ('piano', 25), ('genius', 25), ('vocal harmony', 25), ('merijn', 25), ('sweetjes', 25), ('morganherve playlist', 25)]"
34 Number Ones,nan,"[('country', 100), ('linedance', 36), ('90s', 18), ('classic country', 18), ('gittis', 9), ('brems tagg radio', 9), ('country taggradio', 9), ('alan jackson taggradio', 9), ('jo', 9), ('good country', 9), ('very good', 9), ('great song', 9), ('my favorite', 9), ('favorit', 9), ('love songs', 9), ('beautiful', 9), ('alan jackson', 0), ('maggie', 0), ('yee haw', 0), ('billboard country number ones', 0)]"
34 Number Ones,nan,"[('country', 100), ('alan jackson', 35), ('my country selection', 21), ('alan jackson taggradio', 19), ('hot country', 14), ('90s', 14), ('summertime blues', 9), ('cover', 7), ('summer song', 7), ('catchy', 7), ('alan jackson-summertime blues', 4), ('male vocalist', 2), ('childhood music', 2), ('country folk', 2), ('country and western', 2), ('maggie', 2), ('line-dance', 2), ('ferie', 2), ('linedance', 2), ('ld', 2), ('andrea berg', 2), ('country taggradio', 2), ('glad c', 2), ('brems tagg radio', 2), ('summertime blues countrystyle', 2), ('semperfi4855', 2), ('classic rock', 2), ('alt-country', 2), ('blues', 2), ('70s', 2), ('covers', 2), ('singer-songwriter', 2), ('cover version', 2), ('favorites', 2), ('summer', 2), ('favorite', 2), ('favourite songs', 2), ('guilty pleasures', 2), ('nostalgic', 2), ('90s country', 2), ('good song', 2), ('great song', 2), ('male vocalists', 2), ('honky tonk', 2), ('fiddle', 2), ('my favorite', 2), ('jive', 2), ('nostalgia', 2), ('billboard country number ones', 0), ('missjudy76', 0), ('feel good country music', 0), ('mad cowboy disease', 0), ('fh referral', 0), ('classic country', 0), ('ik ben', 0), ('hibest', 0), ('male country', 0), ('middle school', 0), ('alan', 0), ('yee haw', 0), ('cool', 0), ('country legends', 0)]"
Greatest Hits Volume II,nan,"[('country', 100), ('my soundtrack', 50), ('brems tagg radio', 25), ('country taggradio', 25), ('alan jackson taggradio', 25), ('the blues man hank williams', 25), ('fuchsschaf', 25), ('night drive', 25), ('country ballad male', 25), ('alan jackson', 25), ('preferidas', 25), ('touch', 25), ('lovesong', 25), ('tbm', 25), ('genial', 25), ('good music', 25), ('90s', 25), ('covers', 25), ('love', 25), ('country mellow', 0), ('alan', 0), ('superb song', 0), ('alan jackson - blues man', 0), ('the blues man', 0), ('karaoke chris', 0)]"
Precious Memories,nan,"[('country', 100), ('christian country', 75), ('favourite', 25), ('feelings', 25), ('memories', 25), ('alan jackson', 25), ('country done right', 25), ('alison krauss and union station', 25), ('alan jackson taggradio', 25), ('country taggradio', 25)]"
Feast On Scraps,"[('energetic', 2), ('soft', 2), ('bright', 2), ('funny', 2)]","[('rock', 100), ('alternative', 53), ('singer-songwriter', 46), ('female vocalists', 41), ('alternative rock', 39), ('pop', 36), ('canadian', 19), ('indie', 14), ('intelligent', 14), ('alanis morissette', 12), ('probing', 9), ('00s', 9), ('great lyrics', 9), ('love song', 9), ('witty', 9), ('attitude', 9), ('favorite by this singer', 9), ('favorites', 9), ('alanis', 7), ('pop rock', 7), ('electronic', 7), ('female power', 4), ('female vocalist', 4), ('2002', 4), ('kickass', 4), ('melodia portentosa', 2), ('frauenpower', 2), ('djilove', 2), ('if love had a soundtrack', 2), ('chorus delicioso', 2), ('beck domesticado', 2), ('alternative & punk', 2), ('tiger', 2), ('girlpower', 2), ('makes me laugh', 2), ('alternative-rock', 2), ('your journal is not a song', 2), ('core jessielou artists', 2), ('favourite lyrics', 2), ('roswell soundtracks', 2), ('the best of alanis morissette', 2), ('independent and in-your-face', 2), ('songs with numbers', 2), ('man hating', 2), ('number songs', 2), ('minhas musicas prediletas', 2), ('lembro de ti ao ouvir', 2), ('to sing alone', 2), ('strong girls', 2), ('i dont wanna hurt  anouk', 2), ('lena', 2), ('sex', 2), ('guilty pleasures', 2), ('energetic', 2), ('girl power', 2), ('soft', 2), ('favorite songs', 2), ('favourite tracks', 2), ('women', 2), ('singer songwriter', 2), ('bright', 2), ('genial', 2), ('2000s', 2), ('dancy', 2), ('female', 2), ('favorite', 2), ('adult alternative pop/rock', 2), ('emotions', 2), ('girl stuff', 2), ('acoustic rock', 2), ('girly', 2), ('folk', 2), ('favourite', 2), ('funny', 2), ('loved', 2), ('heard on pandora', 0), ('indie rock', 0), ('power pop', 0), ('rockchick style', 0), ('encouraging songs', 0), ('women in rock', 0), ('up', 0), ('av', 0), ('title', 0), ('collection', 0), ('numbers', 0), ('rated2', 0)]"
Farewell Sorrow,nan,"[('folk', 100), ('accordion', 100), ('folk noir', 100), ('neo folk', 100), ('wicker man', 100), ('cold winter mornings in bed with you', 100), ('slow and pensive', 100), ('mix stuff', 100), ('nicely illustrated metaphor', 100), ('seen live', 1)]"
Unity,nan,"[('doom metal', 100)]"
Collins Mix: The Best Of,nan,"[('blues', 100), ('sk', 16), ('4 soul', 16)]"
When I Need You,"[('romantic', 44)]","[('70s', 100), ('albert hammond', 66), ('pop', 44), ('romantic', 44), ('700', 33), ('amer', 33), ('balida', 33), ('cover', 11), ('celine dion', 11), ('amintiri dragi', 11), ('cantitor', 11), ('oldies', 0), ('when i need you', 0), ('singer-songwriter', 0)]"
¿Cómo Te Llama?,nan,"[('indie rock', 100), ('rock', 14), ('indie', 14), ('alternative', 14), ('helplessness', 14), ('damned good', 14), ('extraordinary indie', 14), ('albert hammond', 14)]"
Supone Fonollosa,"[('dark', 33)]","[('spanish', 100), ('singer-songwriter', 66), ('cantautor', 66), ('pop', 33), ('fusion', 33), ('ca', 33), ('dark', 33), ('lang:es', 33), ('trilha sonora de filme', 33), ('funk soul acid jazz chill', 33)]"
A Todo Corazón,nan,"[('cantautores', 100), ('80s', 50), ('90s', 50), ('00s', 50)]"
Ni Poco... Ni Demasiado,nan,"[('clasicos am', 100)]"
En Un Rincón Del Alma,nan,nan
A Todo Corazón,nan,"[('cortez', 100), ('flamenco', 50), ('trova', 50), ('musica social', 50), ('caos coleccion latinoamerica', 50)]"
15 Años Vivo,nan,nan
Que Se Callen Los Profetas,nan,"[('rock andaluz', 100), ('rockcito', 100), ('subelamusica', 100)]"
No Parole From Rock 'N' Roll,nan,"[('hard rock', 100), ('heavy metal', 50), ('guitar virtuoso', 30), ('metal', 20), ('malmsteen', 20), ('rainbow-knockoff', 20), ('rock', 10), ('guitar', 10), ('epic', 10), ('deep purple family', 10), ('sick solo', 10), ('kickin it up', 10), ('white pig', 10), ('lauf', 10), ('jet to jet', 10), ('wing-wee', 0)]"
Austral Alien,nan,"[('metal', 100), ('death metal', 100), ('death rock', 100), ('sekalaista', 100), ('alchemist', 100)]"
E Sia Così,nan,nan
The Boxing Mirror,nan,"[('rock', 100), ('miscellaneous', 100)]"
Lipstick,nan,"[('latin pop', 100), ('romantica', 50), ('pop espanol', 50), ('xyz', 50), ('alejandra guzman - tu eres mi luz', 50), ('tu ers mi luz chida', 50)]"
Alejandro Lerner Y La Magia,"[('romantic', 50)]","[('latin', 100), ('romantic', 50), ('pop dance', 50), ('para cantar', 50)]"
Volver A Empezar,nan,nan
México - Madrid: En Directo Y Sin Escalas,nan,"[('latin', 100), ('mexico', 100), ('mexican', 100), ('spanish', 83), ('alejandro fernandez', 66), ('como quien pierde una strella', 50), ('espanol', 50), ('rancheras', 33), ('mexicano', 33), ('ranchera', 33), ('mexicofavorit', 16), ('regional mexican', 16), ('puro ranchero', 16), ('pop latino', 16), ('pura ranchera', 16), ('dbjo', 16), ('outskirts of expansion', 16), ('balada', 16), ('ranchero', 16), ('seductive', 16), ('alejandro fernandez- como quien pierde 1 estrella', 16), ('slow dance', 16), ('te quiero', 16), ('alejandro f', 16), ('flamenco', 16), ('salsa', 16), ('mariachi', 16), ('dance', 16), ('como quien pierde una estrella', 0), ('romantica', 0), ('preferidos', 0), ('3', 0), ('bolero', 0), ('romance', 0)]"
Niña Amada Mía,nan,"[('spanish', 100)]"
The Pirate's Gospel,"[('mellow', 3)]","[('folk', 100), ('female vocalists', 61), ('singer-songwriter', 27), ('gospel', 20), ('pirates', 18), ('alela diane', 12), ('banjo', 12), ('acoustic', 10), ('indie', 9), ('handclaps', 9), ('indie folk', 7), ('gorgeous', 6), ('favorite songs', 4), ('favorites', 4), ('pirate', 4), ('nautical', 4), ('female folk', 4), ('minimal folk', 4), ('hand claps', 3), ('you', 3), ('goose bumping', 3), ('lyrics', 3), ('q3', 3), ('pirates in tight white pants', 3), ('mellow', 3), ('beautiful', 3), ('american', 3), ('female vocalist', 3), ('singers no', 3), ('piratebooty', 1), ('folk and folk plus', 1), ('marco78trains favorite songs', 1), ('in xyz magazine', 1), ('es ist ippie shit', 1), ('indiesq', 1), ('mans voice', 1), ('sonotme', 1), ('4jsfolk', 1), ('drive down the coast', 1), ('my special', 1), ('exuberant folk', 1), ('rivers and seas', 1), ('happy camels', 1), ('real cool', 1), ('mmmhm', 1), ('folk i like', 1), ('road-trip', 1), ('audioase', 1), ('search for', 1), ('to listen again', 1), ('schubidu the original', 1), ('fabrice', 1), ('the folk i like', 1), ('hearty', 1), ('sao', 1), ('rumorsamente', 1), ('women songwriter', 1), ('little catchy tunes', 1), ('uhurah female', 1), ('play me some more', 1), ('500 essential songs 2', 1), ('for: js-folk', 1), ('crackling fires on distant shores', 1), ('and now slowly open your eyes', 1), ('new stuff for my archives', 1), ('magic banjo', 1), ('carome', 1), ('pirate songs for piratey pirates', 1), ('my life is comedy', 1), ('tpg', 1), ('007609s charmed pomegranatejuice', 1), ('sing along fun', 1), ('alela diane pirates gospel', 1), ('keele folk club', 1), ('heroin pirate', 1), ('tremblation interieur', 1), ('morganherve playlist', 1), ('rumpelmusik', 1), ('singer-songwriterin', 1), ('singer-song', 1), ('piratesque', 1), ('from: madisi', 1), ('altparty', 1), ('campfire', 1), ('male vocalist', 1), ('lieblinge', 1), ('love it', 1), ('special', 1), ('female voice', 1), ('feel good music', 1), ('remember', 1), ('vocalist', 1), ('lovely', 1), ('me', 1), ('christian', 1), ('portland', 1), ('thankful', 1), ('favourite songs', 1), ('autumn', 1), ('female', 1)]"
Musica Di Te,nan,"[('crossover', 100), ('power voice', 100)]"
Black The Sun,nan,"[('smooth groove', 100)]"
Distant Light,nan,nan
Overcome,"[('sad', 2), ('melancholic', 1), ('romantic', 1), ('relax', 1), ('mellow', 1)]","[('female vocalists', 100), ('pop', 89), ('alexandra burke', 52), ('british', 47), ('hallelujah', 40), ('cover', 25), ('soul', 20), ('ballad', 20), ('covers', 16), ('female vocalist', 16), ('x-factor', 11), ('beautiful', 8), ('x factor', 8), ('2008', 7), ('alexandra burke - hallelujah', 7), ('rnb', 7), ('vocal', 4), ('uk top 40', 4), ('christmas', 4), ('00s', 4), ('female artist', 4), ('great voice', 2), ('talent show', 2), ('very good', 2), ('the x factor', 2), ('best', 2), ('legal drug', 2), ('uk number one', 2), ('alexandra', 2), ('makes me cry', 2), ('british people are sexxy', 2), ('sad', 2), ('so fucking good', 2), ('awesome', 2), ('surprisingly good', 2), ('chillout', 2), ('i love this song', 2), ('singer-songwriter', 2), ('rnb/soul', 1), ('a star is born', 1), ('inspire', 1), ('hypermusic', 1), ('the climb', 1), ('halleluja', 1), ('angry love', 1), ('whitneytastic', 1), ('karen', 1), ('overcome', 1), ('kinda cool', 1), ('worst cover ever', 1), ('silentdefender1', 1), ('sapnis nakti', 1), ('010897', 1), ('recommended to brankyna', 1), ('amazing stories', 1), ('musicspirit', 1), ('recommended to tinchen60', 1), ('hallelujah this song came out', 1), ('gerry49', 1), ('winners song', 1), ('dimplex', 1), ('official uk chart number 1', 1), ('corda libera', 1), ('my best 500 songs', 1), ('i can imagine that song in a movie', 1), ('hallelijah', 1), ('fhrockin', 1), ('frequencejazz', 1), ('fh projex', 1), ('2oo8', 1), ('web-found', 1), ('the saturdays', 1), ('gh baby', 1), ('latina romantica', 1), ('a star', 1), ('oc california', 1), ('r&b', 1), ('gangsta rap', 1), ('50 cent', 1), ('thoughtful', 1), ('melancholic', 1), ('romantic', 1), ('oldies', 1), ('uk artists', 1), ('female', 1), ('relax', 1), ('new york', 1), ('favorite', 1), ('english', 1), ('favorites', 1), ('powerful', 1), ('uk', 1), ('hip-hop', 1), ('alternative', 1), ('dance', 1), ('rap', 1), ('acoustic', 1), ('ballads', 1), ('rock', 1), ('mellow', 1)]"
Fan Club,nan,"[('90s', 100), ('eurodance', 100)]"
Da Grande,nan,"[('italiano', 100)]"
L'Homme Du Moment,nan,"[('french', 100), ('flaneur', 50), ('chanson francaise', 33), ('accordeon', 33), ('mellow party', 33), ('france', 16), ('00s', 16), ('french lyrics', 16), ('franc', 16), ('alexis hk', 16), ('alexis hk - muito bom', 16)]"
Lever L'Ancre,nan,"[('quebecois', 100)]"
Park Hotel,nan,"[('italian streamable', 100)]"
Donut Comes Alive,nan,nan
The Life And Crimes Of Alice Cooper,nan,"[('hard rock', 100), ('classic rock', 31), ('rock', 24), ('70s', 14), ('alice cooper', 13), ('heavy metal', 8), ('shock rock', 5), ('metal', 4), ('glam rock', 4), ('favorites', 2), ('harmonica', 2), ('70s rock', 1), ('eighteen', 1), ('garage rock', 1), ('lovedbybeyondwithin', 1), ('awesome', 1), ('rolling stone 500 greatest songs of all time', 1), ('freaks and geeks', 1), ('80s', 1), ('male vocalists', 1), ('coming of age songs', 1), ('youth', 1), ('music for times which are either mellow or sad', 1), ('opelmelange', 1), ('rs500', 1), ('glam metal', 1), ('70s heavy metal', 1), ('70s glam rock', 1), ('alice', 1), ('american', 1), ('classic', 1), ('usa', 1), ('alice cooper im eighteen', 1), ('cool', 1), ('hard rock fm', 0), ('please let there be my kind of music - heavy music', 0), ('colin schell', 0), ('rolling stone 100 greatest guitarists', 0), ('frdalton', 0), ('songs i absolutely love', 0), ('sweden rock festival 2006', 0), ('vh1s 40 greatest metal songs', 0), ('great words', 0), ('singleshard', 0), ('being a kid', 0), ('flya classics', 0), ('beardylicious', 0), ('the w-wopps', 0), ('rock-protopunk', 0), ('early alice cooper', 0), (""70's rock"", 0), ('rolling stones top 500 songs of all time', 0), ('pure rock', 0), ('alice  cooper', 0), (""can't live without"", 0), ('a1', 0), ('ironman picks', 0), ('misspent youth', 0), ('banda favorita', 0), ('golden', 0), ('im eighteen', 0), ('scree123', 0), ('so fucking sweet teenage', 0), ('shot risk', 0), ('songs with special associations and memories', 0), ('harkens back to a simpler time', 0), ('clasico de metal', 0), ('emotional connection', 0), ('hard rock 80', 0), ('again again and again', 0), ('to shout', 0), ('to fight', 0), ('dazed and confused ost', 0), ('to survive', 0), ('im eighyeen', 0), ('i m eighteen', 0), ('one two thirty-six', 0), ('classic rock - metal', 0), ('rollingstone 500 greatest songs of all time', 0), ('mgk', 0), ('summer before adulthood', 0), ('sunday brunch', 0), ('web-found', 0), ('w-wopps', 0), ('1970s senior high', 0), ('teen angst mix', 0), ('painful truths', 0), ('sound storm', 0), ('rock and its hundreds of variations', 0), ('70s hard rock', 0), ('best of', 0), ('black sabbath', 0), ('acid rock', 0), ('good times', 0), ('great song', 0), ('freedom', 0), ('powerpop', 0), ('male vocals', 0), ('60s rock', 0), ('sing along', 0)]"
Hey Stoopid,"[('calm', 1), ('sadness', 1), ('passion', 1)]","[('hard rock', 100), ('rock', 49), ('classic rock', 42), ('alice cooper', 37), ('heavy metal', 27), ('glam rock', 19), ('shock rock', 14), ('hair metal', 13), ('metal', 9), ('80s', 8), ('rock  roll', 6), ('hey stoopid', 6), ('homo metal', 4), ('90s', 4), ('cheesy memories', 3), ('love hearts', 3), ('uni discoveries', 3), ('best vocalists', 3), ('90s heavy metal', 3), ('stress relief', 3), ('favorits', 3), ('rock ballads', 3), ('black sabbath', 3), ('powerfull ballads', 3), ('klasiskais roks', 3), ('favourites', 3), ('please let there be my kind of music - heavy music', 1), ('calm', 1), ('favorite artists', 1), ('rock and roll', 1), ('glam', 1), ('favorites', 1), ('sound storm', 1), ('winzip', 1), ('die bitch', 1), ('mgk', 1), ('el puto amo', 1), ('aguirre music', 1), ('guns-big and small', 1), ('rand', 1), ('dellas metalrock works', 1), ('awesome', 1), ('roc n roll', 1), ('30f', 1), ('reaktor :p', 1), ('ollimusik', 1), ('favourite', 1), ('gargulec', 1), ('boudie', 1), ('kot to tygrys', 1), ('love', 1), ('glam metal', 1), ('80s metal', 1), ('kick ass', 1), ('power ballads', 1), ('sadness', 1), ('sing along', 1), ('lolz', 1), ('air guitar', 1), ('pop metal', 1), ('fucking awesome', 1), ('guitar virtuoso', 1), ('passion', 1), ('love gone bad', 1), ('fastpaced', 1), ('90s hard rock', 1), ('makes me sing', 1), ('makes me move', 1), ('resentment', 1), ('ballad', 1), ('my music', 1), ('bunt durch den kuchen', 1), ('faves', 1), ('seen live', 0), ('heard on pandora', 0), ('davaho53', 0), ('amayzes loved', 0), (""love's a loaded gun"", 0), ('schockrock', 0), ('ncmusik', 0), ('1991', 0), ('cooper radio', 0), ('pp', 0), ('josmusiktag', 0)]"
Brutal Planet,nan,"[('hard rock', 100), ('metal', 70), ('rock', 40), ('favourites', 30), ('discworld', 20), ('zyphfave', 20), ('industrial metal', 10), ('usa', 10), ('great lyrics', 10), ('alice cooper', 10), ('shock rock', 10), ('hectic', 10), ('eng', 10), ('ausgezeichnet', 10), ('greenbelt 2008 wish list', 10), ('eng emo', 10)]"
She's A Machine,nan,"[('electroclash', 100), ('female vocalists', 60), ('dance punk', 60), ('music to jump around to', 60), ('swedish', 40), ('electronic', 40), ('progressive rock', 40), ('alternative', 40), ('ebm', 40), ('sex for my ears', 40), ('power', 40), ('synth rock', 40), ('dance in your chair', 40), ('fuck you-song', 20), ('fon', 20), ('dance rock', 20), ('electro', 20), ('electronica', 20)]"
Who I Am,nan,"[('folk', 100), ('pop', 100), ('female', 100), ('solo', 100), ('female artist', 100), ('singer-songwriter', 50)]"
Remixed & Unplugged In A Minor,"[('smooth', 4), ('party', 2)]","[('soul', 100), ('rnb', 71), ('alicia keys', 46), ('female vocalists', 44), ('piano', 28), ('rb', 16), ('cover', 14), ('r and b', 14), ('pop', 11), ('neo-soul', 11), ('r&b', 8), ('singer-songwriter', 8), ('love', 8), ('how come you dont call me', 7), ('mood music', 7), ('urban', 7), ('cool', 7), ('romantic tension', 7), ('attitude', 7), ('vocalization', 7), ('american', 5), ('favorite by this singer', 5), ('smooth', 4), ('rhythm and blues', 4), ('live', 4), ('00s', 4), ('covers', 4), ('female', 2), ('brandy', 2), ('contemporary rnb', 2), ('jazz rock', 2), ('pows bar', 2), ('caribbean jazz', 2), ('keys', 2), ('princess of soul', 2), ('prince', 2), ('favourite', 2), ('songs in a minor', 2), ('amazing voice', 2), ('what a voice', 2), ('songs with questions for titles', 2), ('2002', 2), ('hip-hop', 2), ('party', 2), ('usa', 2), ('listened more than 10 times in a row', 2), ('favorites', 2), ('favorite', 2), ('joyful lady', 1), ('love jones', 1), ('interest', 1), ('temper', 1), ('iight', 1), ('sweet soul music', 1), ('sgnfav', 1), ('call', 1), ('random favorite songs', 1), ('mustlove', 1), ('slow motion', 1), ('rnb soul', 1), ('musiq', 1), ('anthony hamilton', 1), ('as i am', 1), ('how', 1), ('come', 1), (""d'angelo"", 1), ('songs of 2001', 1), ('table dance', 1), ('sexy r b hip hop pop', 1), ('aliciakeys', 1), ('sgn playlist', 1), ('compulsive repeat listenings', 1), ('uca', 1), ('alicedday', 1), ('klaver', 1), ('krycucha', 1), ('aliszka', 1), ('tatit joraa', 1), ('marsha ambrosius', 1), ('fryday', 1), ('love these vocals', 1), ('laylay', 1), ('my hair', 1), ('women talkin', 1), ('sense in common', 1), ('in da warsaw :d', 1), ('olf school hip hop', 1), ('radiomp', 1), ('songs to feel sorry for yourself to', 1), ('badass prince cover', 1), ('i love soul', 1), ('modern rnb', 1), ('covers that are not terrible', 1), ('soul - r and b', 1), ('rnb female', 1), ('zexy', 1), ('heejj', 1), ('alicia keys soul', 1), ('solange', 1), ('soul and rb', 1)]"
The Diary Of Alicia Keys,nan,"[('rnb', 100), ('rb', 40), ('soul', 20), ('rhythm and blues', 20), ('live', 20), ('favourite songs', 20), ('stevie wonder', 20), ('00s', 20), ('neo-soul', 20), ('places', 20), ('strong vocals', 20), ('70s influence', 20), ('streets of new york - alicia keys', 20), ('preferidas mainstream', 20), ('genius unfamous songs', 20), ('bulu', 0)]"
The Element Of Freedom,"[('melancholic', 9), ('warm', 4), ('fun', 0)]","[('alicia keys', 100), ('soul', 80), ('female vocalists', 66), ('rnb', 61), ('ballad', 28), ('singer-songwriter', 23), ('2009', 19), ('seashells symphonies', 14), ('-favorites-', 14), ('h', 9), ('esteem', 9), ('real soul', 9), (""2000's"", 9), ('soulful', 9), ('r&b', 9), ('r and b', 9), ('divas', 9), ('melancholic', 9), ('grown n sexy', 9), ('-yulunga-', 9), ('beautiful', 9), ('how it feels to fly', 9), ('my addictionz', 9), ('chillout', 9), ('piano', 9), ('pop', 9), ('ballads', 9), ('love for the first time', 4), ('aliica keys how it feels to fly', 4), ('leigh', 4), ('favorite by this singer', 4), ('-frontalangriff-', 4), ('vocalization', 4), ('solitear', 4), ('that voice make me cry', 4), ('the element of freedom', 4), ('songs of 2009', 4), ('rock', 4), ('love', 4), ('folk', 4), ('favorites', 4), ('rhythm and blues', 4), ('warm', 4), ('feel good', 4), ('inspirational', 4), ('neo-soul', 4), ('inspiring', 4), ('melancholia', 4), ('real', 4), ('foxy lady', 4), ('about love', 4), ('lopez', 4), ('love to sing', 4), ('life song', 4), ('fun', 0), ('composer', 0), ('how it feels ot fly', 0), ('soul tag', 0)]"
ANThology,"[('thrill', 7)]","[('rock', 100), ('alternative rock', 84), ('alternative', 61), ('metal', 15), ('hard rock', 15), ('whisper', 15), ('punk rock', 15), ('choons', 7), ('alien ant farm', 7), ('banging', 7), ('thrill', 7), ('neues', 7), ('deanmarktaylorloved', 7), ('bau242', 7), ('alient and farm', 7), ('good songs to get', 7), ('emperorcryn', 7), ('good songs', 7), ('good stuff', 7), ('favorites', 7), ('grunge', 7), ('modern rock', 0), ('rockin', 0), ('punk-rock', 0), ('nu metal', 0), ('papa roach', 0), ('pod', 0), ('american', 0), ('post-grunge', 0), ('alternative metal', 0), ('punk', 0)]"
It - The Album,"[('dark', 33), ('happy', 16), ('party', 16)]","[('77davez-all-tracks', 100), ('death rock', 100), ('gothic', 83), ('batcave', 66), ('post-punk', 66), ('punk', 50), ('deathrock', 33), ('dark', 33), ('sonic fetish', 16), ('alian sex fiend', 16), ('jiiir', 16), ('minemine', 16), ('party monster', 16), ('fav', 16), ('happy', 16), ('post punk', 16), ('party', 16), ('experimental', 16), ('goth', 16), ('rock', 16), ('solomusika-loved', 0), ('favorites', 0), ('artists i own stuff by', 0), ('goth rock', 0), ('friendsofthekingofrummelpop', 0), ('seen live', 0)]"
Illumina,nan,nan
So Long So Wrong,"[('mellow', 40)]","[('love', 100), ('country', 80), ('folk', 80), ('country ballads female', 80), ('female vocalists', 60), ('female country', 60), ('mellow', 40), ('acoustic', 40), ('bluegrass', 40), ('beautiful', 40), ('audiophile', 20), ('awesome ladies', 20)]"
Songs on Compilations,nan,"[('country', 100), ('folk', 100), ('allison krauss', 100)]"
Psychédélices,nan,"[('french', 100), ('pop', 75), ('francophone', 50), ('eletronica', 50), ('electronica', 25), ('france', 25), ('female vocalists', 25), ('chanson', 25), ('francais', 25)]"
All Saints,"[('mellow', 8), ('relax', 7), ('sad', 7), ('romantic', 6), ('sexy', 6), ('melancholy', 3), ('soft', 3), ('heartbreak', 2), ('bittersweet', 1)]","[('pop', 100), ('90s', 75), ('female vocalists', 48), ('british', 30), ('rnb', 29), ('all saints', 22), ('soul', 15), ('britpop', 15), ('mellow', 8), ('ballad', 7), ('relax', 7), ('sad', 7), ('never ever', 7), ('girl groups', 6), ('slow', 6), ('love', 6), ('romantic', 6), ('sexy', 6), ('female', 5), ('favorites', 5), ('1997', 5), ('guilty pleasure', 5), ('nostalgic', 4), ('summer hits', 4), ('favorite', 3), ('chillout', 3), ('female vocalist', 3), ('all of my songs', 3), ('memories', 3), ('r and b', 3), ('uk', 3), ('good', 3), ('rb', 3), ('melancholy', 3), ('saints', 3), ('soft', 3), ('super', 3), ('heartbreak', 2), ('ever', 2), ('great', 2), ('top 40', 2), ('90s pop', 2), ('girl band', 2), ('easy listening', 2), ('brit pop', 2), ('never', 2), ('dance', 2), ('ballads', 2), ('english', 2), ('alternative', 2), ('female vocal', 2), ('my soundtrack', 1), ('awesome', 1), ('recent favorites', 1), ('singing', 1), ('uk number one', 1), ('ruhig', 1), ('blues', 1), ('uk number ones', 1), ('chill out', 1), ('alternative pop', 1), ('gospel', 1), ('urban', 1), ('classic', 1), ('favourites', 1), ('london', 1), ('1990s', 1), ('favourite songs', 1), ('guilty pleasures', 1), ('rhythm and blues', 1), ('bittersweet', 1), ('bobbys shit', 0), ('songs from my childhood', 0), ('romatic', 0), ('nikki', 0), ('tranquilo', 0), ('top 2000', 0), ('all time hit', 0), ('pop romantico', 0), ('brain2brain', 0), ('groupe', 0), ('abspann', 0), ('looooove', 0), ('moping afternoons', 0), ('love writing', 0), ('men in make-up', 0), ('no better song', 0), ('most sentimental', 0), ('karaoke i have sang', 0), ('bianca chills', 0), ('lazing about', 0), ('pox', 0), ('classic pop songs', 0), ('ultratop', 0), ('so 90s', 0), ('my top 100', 0), ('pohoda mt', 0), ('najdraza', 0), ('vv', 0), ('lonely night', 0)]"
